% Project data log with Unity & Haptic device
% Unity Version :2019.4.32f1
% Windows Version : 10.0.19044.0
% Haptic Plugin Version : PluginVersion=0.9, PluginBuild=Sep 24 2018, OpenHapticsVersion=3.50.0
% Generated By : Datalogger.cs 
% 4/14/2024 8:54:16 PM
% 
% Format Description : 
%   CurrTime    PointerPosX    PointerPosY    PointerPosZ    PointerRotX    PointerRotY    PointerRotZ    PointerRotW       ConePosX       ConePosY       ConePosZ        Started   PathFinished         AllEnd       DistTrav
    1.429000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.429000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.449000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.471000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.494000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.514000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.538000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.564000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.587000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.588000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.612000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.638000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.661000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.685000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.686000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.714000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.736000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.756000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.776000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.800000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.801000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.823000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.849000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.874000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.900000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.900000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.926000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.950000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.974000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.998000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    1.999000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.026000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.047000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.072000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.094000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.094000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.116000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.136000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.160000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.185000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.208000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.237000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.237000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.257000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.281000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.304000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.331000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.333000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.357000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.382000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.408000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.409000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.440000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.472000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.472000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.501000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.501000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.528000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.560000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.560000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.587000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.616000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.616000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.639000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.667000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.691000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.691000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.715000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.738000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.763000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.785000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.812000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.812000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.841000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.870000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.871000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.893000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.914000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.940000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.962000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.984000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    2.984000       0.000000      -6.556317       8.809975       0.936697      -0.278478      -0.060884      -0.203325      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.010000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.035000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.059000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.091000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.091000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.112000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.147000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.147000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.170000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.191000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.216000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.216000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.239000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.268000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.295000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.295000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.320000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.344000       0.000000      -6.556317       8.809975       0.936466      -0.278778      -0.061573      -0.203772      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.365000       0.000000      -6.556317       8.809975       0.936466      -0.278778      -0.061573      -0.203772      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.389000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.415000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.416000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.439000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.463000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.485000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
    3.507000       0.000000      -6.556317       8.809975       0.936597      -0.278816      -0.061395      -0.203173      -3.600000       0.000000       0.000000              0              0              0       0.000000
